"Код","Название","Адрес","x","y",
"1","Категория Б","","","",
"89","FAMILY","Алматинская трасса, 13/1","69.655273","42.404678",,,,,,,1
"90","Fariza","Аль-Фараби, 168","69.697119","42.318672",,,,,,,2
"91","Firkan","16-й микрорайон, 43/1","69.63706","42.336536",,,,,,,1
"92","Firkan","Толе би, 39а","69.615113","42.304704",,,,,,,2
"93","GORILLA","Желтоксан, 114, 1 этаж","69.622505","42.318117",,,,,,,1
"94","JADI","Айтымбет улы, 10","69.568815","42.353757",,,,,,,1
"95","Jansaia","Восток микрорайон, 41/1","69.643703","42.338681",,,,,,,1
"96","Jasur","Сатыбалдиева, 43/2","69.781008","42.310303",,,,,,,2
"97","Juicy","Бау-бакша проезд, 2","69.61048","42.321488",,,,,,,1
"98","LEMON","Рыскулова, 359/7","69.57265","42.352375",,,,,,,1
"99","MADI","Аргынбекова, 65/1, 1 этаж","69.604201","42.3615",,,,,,,1
"100","Magaz","Казыбек Би, 49","69.604991","42.321135",,,,,,,1
"101","Martobe","Жибек жолы, 9/4, 1 этаж","69.75968","42.376982",,,,,,,1
"102","MEDIA","Тыныбаева, 21","69.598609","42.319714",,,,,,,1
"103","Miras","Байтурсынова, 88/1, 1 этаж","69.604511","42.343042",,,,,,,1
"104","Nazik","Еламан, 94/3а","69.631961","42.280492",,,,,,,2
"105","Nesibeli","Тамерлановское шоссе, 202, 1 этаж","69.528351","42.354005",,,,,,,1
"106","NIX","Север микрорайон, 34, 1 этаж","69.643331","42.341923",,,,,,,1
"107","№44","Гагарина, 44, 1 этаж","69.570195","42.308659",,,,,,,1
"108","Nur Tabys","Айдын, 130","69.673739","42.335313",,,,,,,1
"109","Nursaia","Астана микрорайон, 87, 0 этаж","69.655075","42.352324",,,,,,,1
"110","OKEY","Ибрагим ата, 113/37, 1 этаж","69.758958","42.308982",,,,,,,2
"111","Qanag’at","Арайлытан, 541","69.559474","42.394887",,,,,,,1
"112","Qanagat","Байтурсынова, 206/1","69.611278","42.363068",,,,,,,1
"113","QANAGAT","Толе би, 20/8","69.609699","42.306944",,,,,,,1
"114","Qarashash Ana","Туганбай Алпысбаева, 1/2","69.574949","42.392026",,,,,,,1
"115","Rahat","Сатыбалдиева, 22","69.777865","42.306226",,,,,,,2
"116","RICH","17-й микрорайон, 16а/3","69.633661","42.336422",,,,,,,1
"117","Royal","Диваева, 129, 1 этаж","69.615625","42.34066",,,,,,,1
"118","SALIMA","17-й микрорайон, 8/1","69.633825","42.334926",,,,,,,1
"119","SAMRUKOIL","Байдибек би проспект, 130/6","69.630425","42.395154",,,,,,,1
"120","SARA","Юсупова, 36","69.544193","42.363205",,,,,,,1
"121","Sayram","Ибрагим ата, 259/2","69.706594","42.323422",,,,,,,2
"122","Shahruh","Айбергенова, 5/7","69.583486","42.312366",,,,,,,1
"123","Sher","Амира Тимура, 41а","69.79967","42.302372",,,,,,,2
"124","SNICKERS","Чайковского, 58","69.582906","42.288011",,,,,,,2
"125","START","Дулати, 133а, 1 этаж","69.608081","42.334125",,,,,,,1
"126","Ta-Di","Нурлыбаева, 22/1","69.609757","42.295642",,,,,,,2
"127","Unikassa","Нурсат микрорайон, 39/2","69.6276","42.361037",,,,,,,1
"128","Urbibi marketi","Тамерлановское шоссе, 21, 1 этаж","69.58052","42.323959",,,,,,,1
"129","Yalihan","Рыскулбекова, 5/5, 1 этаж","69.589806","42.323852",,,,,,,1
"130","zenit","Момынова, 90/1","69.676608","42.315309",,,,,,,2
"131","А & К","Арайлытан, 166","69.559213","42.397605",,,,,,,1
"132","А? Бастау","Турсынкул Утегенова, 7/5, 1 этаж","69.586396","42.360752",,,,,,,1
"133","А? Боса?а","Бауыржан Момышулы проспект, 20а, 1 этаж","69.586632","42.324145",,,,,,,1
"134","А? Дастархан","Тауке Хана проспект, 33, 1 этаж","69.60064","42.317874",,,,,,,1
"135","А? Жар?ын","Елшибек батыра, 97","69.633006","42.319455",,,,,,,1
"136","А? Желкен","Аль-Фараби площадь, 1Б/2, 1 этаж","69.590599","42.315744",,,,,,,1
"137","А? жол","Маншук Маметовой, 20а/1, 1 этаж","69.59691","42.333347",,,,,,,1
"138","А? кеме","Кошерова, 63, 1 этаж","69.646825","42.382079",,,,,,,1
"139","А? Маржан","Иргелес, 161/2","69.627141","42.350873",,,,,,,1
"140","А? тілек","Диваева, 142Б/1","69.615711","42.338649",,,,,,,1
"141","А?-?айын","Исмаилова, 24, 1 этаж","69.570792","42.303535",,,,,,,1
"142","А?-?айын-2","Астана микрорайон, 90, цокольный этаж","69.651874","42.353366",,,,,,,1
"143","А?-?Й","Бауыржан Момышулы проспект, 5, 1 этаж","69.588382","42.318192",,,,,,,1
"144","А?-Ерке","Шокана Уалиханова, 4/1","69.695369","42.352594",,,,,,,1
"145","А?-ЖАЙЫ?","Талдыколь, 1/1","69.543771","42.300213",,,,,,,1
"146","А?-ниет","18-й микрорайон, 5, 1 этаж","69.627674","42.340469",,,,,,,1
"147","А?б?ла?","Юсупова, 10/1","69.578145","42.377453",,,,,,,1
"148","А?бастау","Акбастау, 258/1","69.653634","42.324125",,,,,,,2
"149","А?БАЯН","Гагарина, 44/1, 1 этаж","69.570522","42.309254",,,,,,,1
"150","А?бота","Сайрам микрорайон, 7, 1 этаж","69.637673","42.342809",,,,,,,1
"151","А?ерке","Гагарина, 102, 1 этаж","69.560906","42.314713",,,,,,,1
"152","А?ерке","Шамши Калдаякова, 1/27а","69.578811","42.310106",,,,,,,1
"153","А?жан","Шамши Калдаякова, 2/5, 1 этаж","69.581893","42.309776",,,,,,,1
"154","А?жол","Дауренбека Курманбекова, 96/1","69.554815","42.332425",,,,,,,1
"155","А?жуніс","Баянаул, 31/1","69.576347","42.275168",,,,,,,2
"156","А?маржан","Тилеулес, 2","69.564803","42.293436",,,,,,,1
"157","А?ниет","Айбергенова, 5а, 1 этаж","69.581744","42.31343",,,,,,,1
"158","А?ЫЛ","Камытбек Мамешов, 1/1","69.52431","42.291577",,,,,,,1
"159","А?ыл","Алматинская трасса, 9/4, 1 этаж","69.641258","42.373057",,,,,,,1
"160","А66","Амангельды, 66/1, 1 этаж","69.588853","42.309114",,,,,,,1
"161","Абiлхаир","Есенова, 1/9","69.50208","42.392912",,,,,,,1
"162","Абай","Спортивный микрорайон, 15/1","69.597","42.336872",,,,,,,1
"163","Абай","4-й микрорайон, 19/1","69.569602","42.337701",,,,,,,1
"164","АББАС","Капал батыра, 54а/1","69.646299","42.283659",,,,,,,2
"165","АББАС АТА","Аль-Фараби, 155","69.548483","42.361184",,,,,,,1
"166","АБДУКОСИМ АТА","Юсуфа Сареми, 5/4","69.759281","42.298342",,,,,,,2
"167","Абдулазиз","Алга, 2/2","69.588972","42.345171",,,,,,,1
"168","Абдулазиз","Алга, 2/4","69.589114","42.345109",,,,,,,1
"169","Абдулла ата","Молдабаева, 29","69.551468","42.340593",,,,,,,1
"170","Абдупаттах ата","17-й микрорайон, 20, 1 этаж","69.631072","42.337663",,,,,,,1
"171","Абдурахман","Север микрорайон, 64, 1 этаж","69.644949","42.345756",,,,,,,1
"172","Абдурахман ата","Камысты, 75а","69.604348","42.281814",,,,,,,2
"173","Абдурахман Ата","Ергеш ата Исраилова, 26","69.760304","42.283544",,,,,,,2
"174","Абдусамат","Абзал, 9/2","69.681483","42.338813",,,,,,,1
"175","Абен","Елшибек батыра, 118, 1 этаж","69.636795","42.325363",,,,,,,1
"176","АБЗАЛ","Сапак датка, 7/3","69.597967","42.303268",,,,,,,1
"177","Абзал","Сулейменова, 19/2","69.624645","42.305556",,,,,,,2
"178","Абзал","Куртаева, 3/3","69.504699","42.355575",,,,,,,1
"179","АБЗАЛ","Асар микрорайон, 1/5","69.599557","42.405505",,,,,,,1
"180","АБК","1 Мая, 22а, 1 этаж","69.560367","42.316611",,,,,,,1
"181","Абылайхан","Толе би, 23, 1 этаж","69.611363","42.307677",,,,,,,1
"182","АБЫЛАЙХАН","Асар микрорайон, 1892","69.595012","42.40438",,,,,,,1
"183","Аврора","Крейсера Авроры, 26/1, 1 этаж","69.579392","42.330544",,,,,,,1
"184","Аврора","Алдиярова, 12г, 1 этаж","69.613988","42.30904",,,,,,,1
"185","Автострахование","Достык микрорайон, 3/1, 1 этаж","69.55312","42.416054",,,,,,,1
"186","Агабай ата","Ташенова, 36","69.609285","42.318741",,,,,,,1
"187","Адал","Ауэзова, 49Б","69.555865","42.353057",,,,,,,1
"188","Адей","Тамерлановское шоссе, 40/2","69.571879","42.327527",,,,,,,1
"189","Аделя","Толе би, 39а","69.615113","42.304704",,,,,,,2
"190","Адема","Хабира Пазикова, 108а/1, 1 этаж","69.652482","42.337532",,,,,,,1
"191","Адил","Тамерлановское шоссе, 71/1","69.547757","42.33718",,,,,,,1
"192","Адил","Айтымбет улы, 22","69.567978","42.355149",,,,,,,1
"193","АДИНА","Акпан батыра, 120, 1 этаж","69.620102","42.328354",,,,,,,1
"194","Адиш","Балтабай Нурлыбекова, 2373Б","69.60437","42.357471",,,,,,,1
"195","АЖАР","Торекулова, 195/3, 1 этаж","69.635411","42.318271",,,,,,,1
"196","АЗАМАТ","Шокана Уалиханова, 192/1","69.64071","42.324321",,,,,,,1
"197","Азамат","Аккараган, 32а","69.590028","42.344208",,,,,,,1
"198","АЗАМАТ","Куртаева, 29","69.514979","42.355695",,,,,,,1
"199","Азамат","Орынбаева, 13/1","69.609275","42.313778",,,,,,,1
"200","Азамат","Тамерлановское шоссе, 1а/8","69.57821","42.325542",,,,,,,1
"201","Азамат","Жиделибайсын, 42","69.521813","42.339901",,,,,,,1
"202","АЗАМАТ","Ашира Едилбаева, 177, 1 этаж","69.573113","42.400207",,,,,,,1
"203","Азат","Чехова, 22","69.550867","42.320761",,,,,,,1
"204","Азат","Сапарбаева, 168/1","69.641394","42.319789",,,,,,,1
"205","Азат","Жиделибайсын, 90/4","69.527939","42.347946",,,,,,,1
"206","АЗАТ","Северо - Запад микрорайон, 435","69.567617","42.366769",,,,,,,1
"207","Азат и К","Аскарова, 24, 1 этаж","69.578436","42.318781",,,,,,,1
"208","Азем","Октябрьская, 5, 1 этаж","69.575502","42.322426",,,,,,,1
"209","АЗИЗ","Жангельдина, 3/1","69.585017","42.312655",,,,,,,1
"210","Азиз","Абдыразакова, 6, 1 этаж","69.589395","42.301407",,,,,,,1
"211","Азиз","Ергеш ата Исраилова, 32/2","69.758638","42.282724",,,,,,,2
"212","Азиза","Темирказы, 5","69.588695","42.335609",,,,,,,1
"213","Азиза","Интернациональная, 100","69.562315","42.324204",,,,,,,1
"214","Азиза","Адильбек Керимше, 71, 1 этаж","69.580695","42.338394",,,,,,,1
"215","АЗИЗА","Володарского, 7, 1 этаж","69.59689","42.30238",,,,,,,1
"216","Азиза","Абдраймова, 41","69.456259","42.357363",,,,,,,1
"217","Азико","Аскарова, 32, 1 этаж","69.575199","42.319796",,,,,,,1
"218","Азия","Суворова, 4а","69.583005","42.298949",,,,,,,1
"219","Аида","Бокейханова, 864, 1 этаж","69.57305","42.392855",,,,,,,1
"220","Аида","4-я, 5/1","69.580662","42.276464",,,,,,,2
"221","Аида","Шокана Уалиханова, 213в, 1 этаж","69.638953","42.327568",,,,,,,1
"222","Аида","Нурсултана Назарбаева проспект, 46, 0 этаж","69.649211","42.360813",,,,,,,1
"223","Аиша","Тауке Хана проспект, 65/1","69.612264","42.31526",,,,,,,1
"224","Аия","Торекулова, 218/1","69.639158","42.317136",,,,,,,2
"225","АЙ АРУ","Республики проспект, 16","69.578711","42.313794",,,,,,,1
"226","Ай_Ару","Тамерлановское шоссе, 46","69.566091","42.328374",,,,,,,1
"227","Ай-Асыл","Дулати, 127","69.607858","42.333424",,,,,,,1
"228","Ай-Дина","Алии Молдагуловой, 12, 1 этаж","69.576429","42.303903",,,,,,,1
"229","Ай-Сара","Алматинская трасса, 36/1, 1 этаж","69.533182","42.354308",,,,,,,1
"230","Айару","Жангельдина, 5а, 1 этаж","69.584858","42.311789",,,,,,,1
"231","Айару","Абдраймова, 3/1","69.451405","42.357192",,,,,,,1
"232","Айарум","Акназар Хан, 56/1, 1 этаж","69.629391","42.302041",,,,,,,2
"233","Айбар","Ертана Болганбаева, 2","69.697156","42.358322",,,,,,,1
"234","Айбар","Ашира Едилбаева, 5/8","69.575883","42.398687",,,,,,,1
"235","Айбек","Север микрорайон, 44, 1 этаж","69.639693","42.344024",,,,,,,1
"236","Айбек","Узбекская, 33/1","69.596133","42.311436",,,,,,,1
"237","Айг?л","Айдын, 21/2","69.670043","42.33831",,,,,,,1
"238","Айгерим","Рыскулбекова, 8/1, 1 этаж","69.590609","42.324883",,,,,,,1
"239","АЙГЕРИМ","Рахимова, 15/1","69.553708","42.358325",,,,,,,1
"240","Айгерім","Гагарина, 34а","69.570446","42.310116",,,,,,,1
"241","Айгерім","Север микрорайон, 48/1","69.641762","42.344174",,,,,,,1
"242","Айгерім","Еримбетова, 36/1","69.635018","42.34511",,,,,,,1
"243","Айгул","Жандарбекова, 84","69.545544","42.289597",,,,,,,1
"244","Айгуль","16-й микрорайон, 17/1","69.641085","42.333273",,,,,,,1
"245","Айгуль","Тамерлановское шоссе, 24/2","69.553891","42.335137",,,,,,,1
"246","Айгуль","Тауке Хана проспект, 95а","69.619886","42.314263",,,,,,,1
"247","Айдан","Тауке Хана проспект, 226","69.629361","42.310619",,,,,,,2
"248","Айдана","Аймаутова, 57а","69.624503","42.310834",,,,,,,2
"249","Айдана","Алаколь, 48/1","69.636458","42.30521",,,,,,,2
"250","Айдана","Аль-Фараби, 264/1","69.540671","42.373282",,,,,,,1
"251","Айдарбек","Шардара, 43а","69.514309","42.335102",,,,,,,1
"252","Айдос","Шокана Уалиханова, 223Б/1, 1 этаж","69.644474","42.325919",,,,,,,1
"253","Айдос","Гагарина, 124, 1 этаж","69.55619","42.316818",,,,,,,1
"254","Айжан","Сайрам микрорайон, 9/1","69.638426","42.343954",,,,,,,1
"255","Айжан","Абая проспект, 12а/1, 1 этаж","69.558147","42.315975",,,,,,,1
"256","Айжан","Махмудова, 77/1, 1 этаж","69.523176","42.347976",,,,,,,1
"257","Айжан ана","Абдразакова, 7/1","69.695367","42.353567",,,,,,,1
"258","АЙЖАР?ЫН","Жандарбекова, 84/2","69.545128","42.289641",,,,,,,1
"259","Айзада","Амира Тимура, 152а/2","69.775157","42.303279",,,,,,,2
"260","Айзада Ана","Тайманулы, 2а/8","69.61217","42.291863",,,,,,,2
"261","Айзере","Каскабаева, 20","69.566975","42.354437",,,,,,,1
"262","Айида","4-й микрорайон, 17, 1 этаж","69.574284","42.336563",,,,,,,1
"263","Айка","Отырар, 19","69.546166","42.293494",,,,,,,1
"264","Айкерим","Шымбулак, 1/4","69.47425","42.34853",,,,,,,1
"265","Айлин","Нижний отырар микрорайон, 10 ст54, 1 этаж","69.617985","42.346935",,,,,,,1
"266","Айлин","Мунайтпасова, 169","69.686796","42.362654",,,,,,,1
"267","АЙМАН 24 САГАТ","Жангельдина, 28а, 0 этаж","69.582265","42.305239",,,,,,,1
"268","Айман-Шолпан","8-й микрорайон, 4/1","69.581496","42.322768",,,,,,,1
"269","Айн?р","Жангельдина, 12в/1","69.580398","42.308669",,,,,,,1
"270","Айн?р","Акназар Хан, 1, 1 этаж","69.621191","42.304921",,,,,,,2
"271","Айн?р","Жандарбекова, 142/1","69.543898","42.294761",,,,,,,1
"272","АЙНА","Камысты, 45/1","69.602718","42.284062",,,,,,,2
"273","Айна","Шокана Уалиханова, 213/13, 1 этаж, 32 бутик","69.638202","42.326267",,,,,,,1
"274","Айнаш","Жибек жолы, 1/12","69.715555","42.355991",,,,,,,1
"275","Айнаш","Жастык, 2/2, 1 этаж","69.606206","42.296538",,,,,,,2
"276","Айнур","16-й микрорайон, 42","69.636992","42.337491",,,,,,,1
"277","Айнур","Жанатурмыс, 1/1","69.511599","42.365982",,,,,,,1
"278","Айнур","Таубалытас, 1/2","69.4783","42.372272",,,,,,,1
"279","Айран-Шейх","Гани Иляева, 31/2","69.595541","42.321696",,,,,,,1
"280","Айс?лтан","Тулпар, 10/1","69.666349","42.335053",,,,,,,1
"281","Айсана","Дауренбека Курманбекова, 69/1","69.557462","42.329349",,,,,,,1
"282","Айсана","Север микрорайон, 25, 1 этаж","69.641781","42.340889",,,,,,,1
"283","Айсу","Рыскулова, 1, 1 этаж","69.622504","42.342147",,,,,,,1
"284","Айсултан","Шаяхметова, 956/1","69.641714","42.349635",,,,,,,1
"285","Айсултан","Ахметова, 32/1","69.539457","42.337415",,,,,,,1
"286","Айсулу","Токаева, 11, 1 этаж","69.598214","42.310665",,,,,,,1
"287","Айтгул","Шардара, 1/8","69.502269","42.33894",,,,,,,1
"288","Айшак?л-ана","Макталы, 27/1","69.537881","42.29994",,,,,,,1
"289","Айшан?р","Сейитова, 89/1","69.592987","42.359234",,,,,,,1
"290","Айя","Стадионная, 2, 1 этаж","69.636452","42.302958",,,,,,,2
"291","Ак","Амира Тимура, 262/6","69.759424","42.299431",,,,,,,2
"292","Ак Дастархан","Казыбек Би, 29, 1 этаж","69.603424","42.317503",,,,,,,1
"293","АК ЖАЛ","Ибрагим ата, 281","69.701619","42.323661",,,,,,,2
"294","АК НИЕТ","Диваева, 122, 1 этаж","69.613065","42.333154",,,,,,,1
"295","Ак-Ниет","Карасу микрорайон, 66/3","69.586967","42.303739",,,,,,,1
"296","Акация","Жартас, 26","69.540503","42.290612",,,,,,,1
"297","Акбар","Менделеева, 45","69.633934","42.316433",,,,,,,1
"298","Акбар","Амира Тимура, 297/2, 1 этаж","69.74168","42.297512",,,,,,,2
"299","Акберен","Север микрорайон, 44, 1 этаж","69.639693","42.344024",,,,,,,1
"300","Акбота","Кок сай 1 микрорайон, 336/1","69.611967","42.292892",,,,,,,2
"301","АКВЕДУК","Капал батыра, 6/8","69.616701","42.298875",,,,,,,2
"302","Акерке","Айнабулак, 118/1","69.581921","42.346888",,,,,,,1
"303","Акжол","Тастак, 122","69.656526","42.316089",,,,,,,2
"304","Акжурек","Айбергенова, 3","69.580835","42.314686",,,,,,,1
"305","Акку","Шокана Уалиханова, 215Б, 1 этаж","69.640668","42.326048",,,,,,,1
"306","Акку","Нурсултана Назарбаева проспект, 22","69.656104","42.355453",,,,,,,1
"307","АКМЫРЗА","Восток микрорайон, 12/1","69.648202","42.337266",,,,,,,1
"308","АКНИЕТ","Раугаш, 1/1","69.531807","42.361489",,,,,,,1
"309","Акниет","Сыздыкова, 3/1","69.543679","42.370463",,,,,,,1
"310","Акпар","Север микрорайон, 24/1, 1 этаж","69.64209","42.341315",,,,,,,1
"311","Акрам","Капал батыра, 10/1","69.639293","42.286488",,,,,,,2
"312","Актам","Актам, 2/1","69.748547","42.311234",,,,,,,2
"313","Ал-Ди-Ас","Сыпырган ата, 58, 1 этаж","69.548314","42.353902",,,,,,,1
"314","Ала-Тау","Жасталап, 78/1","69.654507","42.368324",,,,,,,1
"315","Алатау","Байтерекова, 1/1","69.624018","42.342829",,,,,,,1
"316","АЛЕМ","Тауке Хана проспект, 99","69.62054","42.312999",,,,,,,1
"317","Алем","Казына, 14","69.572208","42.353868",,,,,,,1
"318","Ален","Байтурсынова, 88Б, 1 этаж","69.604528","42.344646",,,,,,,1
"319","Ален","Ерманова, 13/1, 1 этаж","69.599361","42.305358",,,,,,,1
"320","Али","Бекболатова, 93","69.526263","42.298939",,,,,,,1
"321","Али","3-й микрорайон, 12а","69.576596","42.327113",,,,,,,1
"322","Али","Жандосова, 215","69.575215","42.344673",,,,,,,1
"323","Алибек","18-й микрорайон, 45, 1 этаж","69.629142","42.336671",,,,,,,1
"324","АлиЖас","Кожанова, 22","69.583065","42.332505",,,,,,,1
"325","Алима","Толе би, 22а","69.610128","42.307112",,,,,,,1
"326","Алима Апа","Гулдала, 615/2","69.67062","42.372837",,,,,,,1
"327","Алимжан ата","4-й микрорайон, 14/1","69.573088","42.337918",,,,,,,1
"328","Алина","Зердели, 1а, 1 этаж","69.552974","42.317264",,,,,,,1
"329","Алина","Шокана Уалиханова, 233а, 1 этаж","69.644841","42.329265",,,,,,,1
"330","Алинур","Астана микрорайон, 71","69.651098","42.353695",,,,,,,1
"331","Алинур","Нурсултана Назарбаева проспект, 39, цокольный этаж","69.647812","42.360519",,,,,,,1
"332","Алихан","Бауыржан Момышулы проспект, 52/1","69.580544","42.334302",,,,,,,1
"333","АЛИХАН","Гани Иляева, 326/1","69.650347","42.308636",,,,,,,2
